
"[run number]","flock-behavior","movement-decrease","[step]","count turtles with [friends-score = 0]","count turtles with [lonely? = true]","mean [link-weight] of turtles","mean [friends-score] of turtles","standard-deviation [link-weight] of turtles","standard-deviation [friends-score] of turtles"
"3215","false","false","2000","5","33","11.488090662389276","4.144","8.019975971343664","1.9458698925041777"
"3211","false","false","2000","3","25","11.58124450660683","4.336","7.097747275254126","1.7236554040199652"
"3216","false","false","2000","2","19","12.171550921605544","4.856","7.253732425998764","1.9561621305823567"
"3217","false","false","2000","3","32","11.107338663298192","4.176","7.021553531141399","1.873784478826839"
"3218","false","false","2000","3","23","11.319891953482452","4.392","6.462676974710176","1.9321669380012747"
"3220","false","false","2000","3","22","10.475510264479551","4.2","6.427994913933388","1.6694755447078313"
"3221","false","false","2000","4","24","11.265718355391183","4.296","7.241189004507163","1.819236787765639"
"3222","false","false","2000","5","22","10.796029239329181","4.152","6.431485733693612","1.7541963457028151"
"3223","false","false","2000","4","25","10.205481960876666","3.856","6.373940571162791","1.8133994790676262"
"3219","false","false","2000","6","25","11.113109580830319","3.968","7.325677863879897","1.7809162390753825"
"3224","false","false","2000","4","33","10.998555234582327","4.088","6.725055433851062","1.8842658600434552"
"3225","false","false","2000","5","33","10.09557008742124","4.048","6.310322478164966","1.79627459193703"
"3226","false","false","2000","2","25","10.61835280498079","4.536","6.073049362889065","1.88651524219555"
"3228","false","false","2000","5","21","10.907696963155509","4.312","6.980329947098662","1.8859701837877887"
"3229","false","false","2000","2","29","10.834991394538369","4.4","6.551490739820953","1.7857085484704165"
"3230","false","false","2000","6","25","10.467414815910908","4.312","5.993041705512618","1.9155503995805836"
"3227","false","false","2000","7","33","11.371407429733729","4.264","7.303304395719354","1.9186005609427403"
"3231","false","false","2000","8","26","10.599283559829008","4.152","6.632310142549085","1.916137346151698"
"3232","false","false","2000","9","36","10.126186760575516","4","6.6941572103871305","1.8841976550279569"
"3233","false","false","2000","9","32","9.75613182527557","3.944","6.7388253769267985","1.782575186966528"
"3235","false","false","2000","8","36","10.366746137679556","4.16","6.4660442814050105","1.9508004741540954"
"3234","false","false","2000","2","30","10.794085574367134","4.176","6.557915282350878","1.8950961870662206"
"3236","false","false","2000","6","24","11.201144429264035","4.32","6.682899242165595","1.8931285595468372"
"3237","false","false","2000","3","23","9.804604383172105","4.224","5.934539635572925","1.8030050774296071"
"3238","false","false","2000","3","35","10.806015180469691","4.024","7.24949985804442","1.7050079791119326"
"3239","false","false","2000","3","34","11.322444419757067","4.04","7.57248763031454","1.7919946930500887"
"3240","false","false","2000","2","24","10.831206364757161","4.096","6.219807835019469","1.7535918388694114"
"3241","false","false","2000","6","31","10.08351363195198","4.104","6.193894106612552","2.003306503706101"
"3242","false","false","2000","3","23","11.27667166960678","4.424","6.550456409512396","1.9253706679066604"
"3243","false","false","2000","3","21","12.059560485849135","4.328","7.123212767769522","1.755203394431339"
"3244","false","false","2000","10","32","9.950042391840284","3.776","6.349801406670665","1.7139353246808209"
"3245","false","false","2000","5","23","11.015961947941234","4.408","7.001629758927793","1.8436736506552567"
"3246","false","false","2000","6","35","10.490607256041962","4.072","7.331956898030932","1.720072847995"
"3247","false","false","2000","5","29","10.98666546051895","4.24","7.605856302289244","1.834081628959502"
"3248","false","false","2000","1","21","10.740993765903863","4.216","6.833650896812545","1.7032168949269673"
"3249","false","false","2000","3","21","11.112494806949504","4.44","6.1188651764277315","1.7762376193294866"
"3250","false","false","2000","3","24","11.191106198180702","4.576","6.333862794440288","1.9788601643877708"
"3251","false","false","2000","4","26","10.89748299458993","4.376","6.639890714281103","1.9662371050851566"
"3252","false","false","2000","3","27","11.400785496647597","4.352","6.912836867274438","1.8852886391775794"
"3253","false","false","2000","3","26","10.791004918650208","3.976","7.096398645062357","1.7810425176842954"
"3254","false","false","2000","4","26","10.678268914436408","4.248","6.840826107025599","1.8131868591916784"
"3255","false","false","2000","4","29","9.779575004690821","4.04","6.390325237094696","1.954913488364116"
"3256","false","false","2000","2","21","11.084040038754285","4.368","6.699131318262073","1.8214959208184434"
"3257","false","false","2000","2","23","10.464900262130888","3.992","6.4096323510524575","1.5906150461062534"
"3258","false","false","2000","2","14","11.724725481629578","4.344","6.7395288217997535","1.6699758312947035"
"3260","false","false","2000","4","25","11.112138071857043","4.184","6.703802460212539","1.7784249156832268"
"3259","false","false","2000","2","24","11.103910757836962","4.08","6.763160328526114","1.6747594684337312"
"3261","false","false","2000","1","27","11.220472411716068","4.04","6.577335459758501","1.7626194453814894"
"3262","false","false","2000","2","26","10.911871791627334","4.376","6.2347568283251436","1.8154358234087111"
"3263","false","false","2000","2","24","11.872642507694497","4.576","7.1030639048669375","1.9253706679066596"
"3264","false","false","2000","3","28","10.016035651591586","4.32","6.114439915796194","2.0104146508302927"
"3265","false","false","2000","2","25","9.535581143507297","3.976","5.7180756591917845","1.6377278804617625"
"3266","false","false","2000","4","32","10.495138251107814","3.848","7.090185266742927","1.751905445725612"
"3267","false","false","2000","6","18","10.321536406035712","4.176","6.033809104238385","1.710182122338514"
"3268","false","false","2000","8","27","10.192975425102675","3.888","6.221111330358145","1.7572157604903462"
"3269","false","false","2000","6","26","11.005028209880633","4.208","6.278436930237968","1.816019744067606"
"3270","false","false","2000","1","24","12.151128080607597","4.496","7.356937720445742","1.8394341717737979"
"3271","false","false","2000","4","25","11.299689131058336","4.184","7.315442895681903","1.7941627797725834"
"3272","false","false","2000","4","28","10.719335860395654","4.192","6.6461312938155395","1.7865899402095138"
"3273","false","false","2000","10","32","10.836824910660834","4.168","6.799402604574807","1.9126969541864762"
"3274","false","false","2000","5","26","11.181060441552606","4.208","7.004958694940643","1.7802847116735216"
"3275","false","false","2000","4","20","10.92119523149789","4.304","6.194477207151902","1.6920508693825704"
"3276","false","false","2000","4","21","10.84281034440756","4.128","6.7260444103051515","1.7354142590754547"
"3277","false","false","2000","5","25","10.37692078688606","4","6.654436578726591","1.7470571929222483"
"3278","false","false","2000","4","24","11.37052555162017","4.456","7.449107274877981","1.8125133983717492"
"3279","false","false","2000","4","23","11.466583271233954","4.352","6.835681337429987","1.83782654940634"
"3281","false","false","2000","3","20","11.074776042307564","4.208","6.5782451382904785","1.8726353228028239"
"3280","false","false","2000","6","35","10.798739350602265","4.176","6.797826862090488","1.8673435376358034"
"3282","false","false","2000","3","26","11.430480473277553","4.128","6.912956266348739","1.830030614004249"
"3283","false","false","2000","3","24","10.847867340480683","4.296","6.660858744407341","1.7700044244720416"
"3284","false","false","2000","3","27","11.041585426144232","4.304","6.984134718210815","1.8766114895552892"
"3286","false","false","2000","0","23","11.479874001821551","4.416","6.578440157817759","1.9540258103387138"
"3285","false","false","2000","7","23","10.190477377027863","4.04","6.533823504627186","1.7671704972257387"
"3287","false","false","2000","3","26","10.726525315340917","4.08","6.7076012259721445","1.7173810265521874"
"3288","false","false","2000","2","22","11.78708733168579","4.36","6.917398144289507","1.7211185304864787"
"3289","false","false","2000","3","31","10.702262136233527","4.008","7.596917696006085","1.7447385047047"
"3290","false","false","2000","1","22","11.60160175872755","4.672","6.231613049205437","1.9789088713948249"
"3291","false","false","2000","7","24","10.286804268647252","4.264","5.853961514721472","1.899668117283462"
"3292","false","false","2000","5","32","10.506552625892708","3.88","7.342006333090816","1.779400196763216"
"3293","false","false","2000","3","33","9.834181588147004","4.112","6.167536375791057","1.8463727601646198"
"3294","false","false","2000","2","29","11.610051547606517","4.064","7.294059170213215","1.833398319403167"
"3295","false","false","2000","4","20","10.816975923360994","4.224","6.324342745417279","1.8707814659047384"
"3296","false","false","2000","2","22","10.572703493568854","4.176","6.67162051749592","1.8172047027583067"
"3297","false","false","2000","2","21","11.127995705292644","4.256","6.5836278555161085","1.690531153906758"
"3298","false","false","2000","5","27","9.968733781697212","4.032","6.1166852616411","1.812212032241038"
"3299","false","false","2000","4","27","10.08850804107429","3.904","6.412652627991869","1.7535918388694112"
"3300","false","false","2000","7","22","10.88840430947523","4.072","6.75396502201063","1.804394457270835"
"3301","false","false","2000","5","19","10.474782771230219","4.272","6.122285456178303","1.711646850188156"
"3302","false","false","2000","3","22","10.846165201902052","4.12","6.308159549472172","1.7267096178621568"
"3303","false","false","2000","7","27","10.759440006783631","4.168","7.056862772132475","1.891583557079533"
"3304","false","false","2000","3","21","11.754007601334322","4.376","7.26266460057802","1.8417906425770385"
"3305","false","false","2000","11","21","10.604690517615865","4.152","6.326792570760997","1.8413195896761931"
"3306","false","false","2000","3","21","11.07712193824924","4.216","6.721418928820764","1.7883334549755359"
"3307","false","false","2000","6","26","10.034208890975787","4.288","5.936129524781832","1.846807730972751"
"3308","false","false","2000","3","23","10.741514065552437","3.952","6.611100708060652","1.561875095921897"
"3309","false","false","2000","6","23","10.186952456729374","4.192","6.049633330196614","1.8155773971771536"
"3310","false","false","2000","3","25","10.313100574402402","4.232","5.913243301731505","1.7476823436474918"
"3311","false","false","2000","5","21","11.123048288200776","4.304","6.28899284522323","1.8223247432550322"
"3312","false","false","2000","1","19","10.38449853882947","4.424","6.283340285294866","1.7619995942908506"
"3313","false","false","2000","3","18","12.168193348642845","4.472","7.276912354090559","1.6235020899723474"
"3315","false","false","2000","5","32","9.535984216116017","3.688","6.746059646424718","1.6834464553027768"
"3314","false","false","2000","5","25","10.576446082274147","3.92","6.564718097740158","1.7243822012255907"
"3316","false","false","2000","5","29","10.406160225033315","4.016","6.436496681881568","1.7698228985888607"
"3317","false","false","2000","5","28","10.91441622882156","4.096","7.076395749895354","1.7740838463770279"
"3318","false","false","2000","5","24","11.553588469873025","4.304","6.901115686789758","1.7979193686661543"
"3319","false","false","2000","4","29","11.286554054078076","4.136","6.806911787679853","1.8250554263465393"
"3321","false","false","2000","0","22","11.195402433475698","4.344","6.423809013333663","1.8173814960013301"
"3320","false","false","2000","3","27","10.44493243433945","4.096","6.309224105507766","1.814373668026772"
"3322","false","false","2000","6","30","10.094777729165855","4.112","6.226496269422275","2.028772949029748"
"3323","false","false","2000","6","27","11.307171338239495","4.168","6.813979318946313","1.833363271022451"
"3324","false","false","2000","2","21","10.365826062970468","4.36","5.971177904595644","1.875224216848166"
"3325","false","false","2000","1","25","11.45402449324154","4.12","6.858094399650196","1.7771417871759456"
"3326","false","false","2000","5","25","10.91524428320021","4.048","6.786876924766011","1.7782984511960005"
"3327","false","false","2000","4","26","11.029075989376711","4.496","6.66194462043888","1.9122265665362645"
"3328","false","false","2000","2","24","11.29755198952915","4.248","6.591883356423993","1.9039422217955413"
"3329","false","false","2000","2","21","10.713205960470184","4.392","6.185774757414648","1.864468010949886"
"3330","false","false","2000","4","30","9.053424415944079","3.904","5.34797521112373","1.6858685033067597"
"3332","false","false","2000","1","16","10.875445949367863","4.464","6.148305149548774","1.801578959409757"
"3333","false","false","2000","6","28","11.234079535744739","4.192","7.0755380747285805","1.7479580743595888"
"3331","false","false","2000","0","26","9.871704618865609","4.128","6.047344979135369","1.7168009851144532"
"3334","false","false","2000","2","26","10.434123294274555","4.088","6.2610392166634385","1.8735787116518545"
"3335","false","false","2000","4","29","11.055101920350815","4.032","6.912520159085865","1.7899137310660063"
"3336","false","false","2000","6","36","10.714384655463968","4.096","7.5926691821674925","1.8494501516542219"
"3337","false","false","2000","2","32","10.949654724291758","4.376","6.60716907421837","1.7729063108773113"
"3338","false","false","2000","4","30","10.627021107916093","4.224","6.732364521022746","1.8729269664583137"
"3339","false","false","2000","5","31","9.974292893476715","4","6.522138126286789","1.8497801888300003"
"3340","false","false","2000","1","26","9.87268452783411","3.848","6.083133097302445","1.6455172158414277"
"3341","false","false","2000","7","31","10.134954782413779","4.08","6.453605844903743","1.963931799337696"
"3342","false","false","2000","3","23","9.83056540357631","3.8","6.444764526281401","1.688610559747262"
"3343","false","false","2000","5","23","10.726776461510765","4.32","6.2761912975575225","1.8631924065364522"
"3344","false","false","2000","3","27","11.181962141494541","4.144","6.887557027038278","1.722536655668171"
"3345","false","false","2000","7","27","10.068590513301917","4.136","6.093971129291819","1.7805012605881039"
"3346","false","false","2000","4","34","10.320242613713718","3.904","6.83658250803597","1.7965786314872159"
"3347","false","false","2000","4","30","9.525008684961517","4.072","5.872695664961077","1.7977049179127098"
"3348","false","false","2000","4","22","11.326213917102535","4.552","6.8313458242971405","1.9052074063062452"
"3349","false","false","2000","4","18","10.185949060270564","4.032","6.081553839191161","1.6424880724903559"
"3350","false","false","2000","4","25","11.605023233038686","4.224","7.030866161057494","1.7850967147817214"
"3351","false","false","2000","5","35","10.4386566125307","4.128","6.31338084267117","1.894723173346032"
"3352","false","false","2000","3","31","10.815686628490711","3.904","7.131683240488659","1.735173567467229"
"3353","false","false","2000","1","29","10.894486745285478","4.176","7.113362658771403","1.8260233968334385"
"3354","false","false","2000","7","24","10.142546486761308","3.928","6.654050553714906","1.7432647210192125"
"3355","false","false","2000","6","29","12.135990289494279","4.408","7.38777903197753","1.9862822732623653"
"3356","false","false","2000","3","29","10.988574372325742","3.848","7.773123691720146","1.6576753452352497"
"3357","false","false","2000","5","25","11.380798887537129","4.152","7.059910810074481","1.8171693420456676"
"3358","false","false","2000","9","28","10.009766645640465","3.984","6.630644646994963","1.8841294475434536"
"3359","false","false","2000","1","18","10.905422116233488","4.392","6.55767661754639","1.699969288642979"
"3360","false","false","2000","3","22","9.70444249114687","4.192","5.983776258168723","1.8155773971771527"
"3361","false","false","2000","4","24","10.004962572114273","4.064","5.871617743382146","1.7845566873263297"
"3362","false","false","2000","1","27","11.2237730291521","4.392","6.915950357913045","1.8120347346334376"
"3363","false","false","2000","2","19","10.040082294440143","4.032","6.232524098344138","1.798866220349599"
"3364","false","false","2000","7","21","10.496749144730316","4.04","6.6030559842865575","1.7875068455509668"
"3366","false","false","2000","1","21","11.028258223112395","4.36","6.36041686179068","1.8428195613632308"
"3365","false","false","2000","3","18","11.678648946964682","4.624","6.361134291049046","1.7864460692203763"
"3367","false","false","2000","1","20","10.402810186377925","4.248","5.851324856765029","1.8242278445730575"
"3368","false","false","2000","3","24","11.259063390072878","4.28","7.313324043942521","1.8739387893806414"
"3369","false","false","2000","5","24","10.782064342044286","4.104","6.343722064696894","1.8706097195544455"
"3370","false","false","2000","1","22","10.563365306805661","4.328","6.031631352597393","1.8617951349431536"
"3371","false","false","2000","3","23","10.212024643199896","4.184","6.293496023740275","1.7806816979002595"
"3372","false","false","2000","4","28","9.83170045598608","4.048","6.2500945120340985","1.842627772620863"
"3373","false","false","2000","5","34","10.040703787673452","3.992","6.306703660281886","1.7789306837282997"
"3374","false","false","2000","3","27","9.73294355459139","4.224","5.747380909878662","1.7715466434842055"
"3375","false","false","2000","3","29","10.197027194103272","4.16","6.522199674051659","1.8186892318613304"
"3376","false","false","2000","1","26","11.346981189131101","4.312","7.7217087823764565","1.847242599358171"
"3377","false","false","2000","4","26","10.41666549299421","3.8","7.438027101573049","1.630531980107293"
"3379","false","false","2000","1","21","10.690070132342454","4.136","6.487834134420831","1.785006721551473"
"3378","false","false","2000","2","33","11.440920578168976","4.168","7.747486220026563","1.7180169758524724"
"3380","false","false","2000","3","27","10.617293368748204","3.944","7.1114728448735915","1.7346179978293705"
"3381","false","false","2000","2","20","9.947455893218423","4.256","5.541327760306421","1.7807719097002588"
"3382","false","false","2000","3","20","10.328096424174012","4.192","6.123150605664651","1.8592912239403736"
"3383","false","false","2000","2","24","11.299505657443165","4.352","6.783031473081908","1.7801042341215163"
"3384","false","false","2000","4","23","11.5089122994506","4.536","7.152302914284641","1.916087043490696"
"3385","false","false","2000","1","19","11.713426687253284","4.488","7.502747550418479","1.8196429324475814"
"3386","false","false","2000","3","26","11.335157327878987","4.248","7.510527340768437","1.8286255729218528"
"3388","false","false","2000","6","29","10.82951230195304","4.168","7.637192943032255","1.9168917276628685"
"3387","false","false","2000","4","24","10.434792576344192","3.984","6.809121706352639","1.7377638772781208"
"3389","false","false","2000","5","27","10.569282184453828","4.216","6.488597672370544","1.8951809526727235"
"3390","false","false","2000","3","29","10.76463853605292","4.32","6.252847962620654","1.8107221927832404"
"3391","false","false","2000","5","28","10.676332659329349","4.272","6.652152042481284","1.6200352021560829"
"3392","false","false","2000","4","26","10.681117562278015","4.216","6.67002365643456","1.7382260264060887"
"3393","false","false","2000","6","21","9.875912334771682","4.352","5.427414308841592","1.9563756343018488"
"3394","false","false","2000","4","30","10.1312833052265","3.976","6.053458216849334","1.6572295069042888"
"3395","false","false","2000","5","28","11.55918881327948","4.304","6.864532581326743","1.988820158407983"
"3396","false","false","2000","5","28","10.54364668914144","3.8","6.675081620333728","1.6082118584086194"
"3397","false","false","2000","4","21","11.056623332043406","4.504","6.58670836592893","1.9762607180488136"
"3398","false","false","2000","3","25","10.960288382992326","4.304","6.373145258315595","1.9231166137393125"
"3399","false","false","2000","3","25","11.137111090700733","4.32","7.032587920745976","1.804056117169191"
"3400","false","false","2000","3","17","12.564489713673552","4.472","7.435379491560693","1.7078886187736448"
"3401","false","false","2000","6","26","10.861062442943197","4.072","7.149731990419952","1.7340251940193856"
"3402","false","false","2000","2","26","10.797918768588833","4.096","6.539316650291989","1.780862116930471"
"3403","false","false","2000","2","23","10.811060107852171","4.176","6.755809351314052","1.726542148678872"
"3404","false","false","2000","3","24","11.06506076088429","4.144","7.109712804171413","1.7708210606709163"
"3405","false","false","2000","5","34","10.677932147049574","3.968","6.675610124488685","1.8646403229943687"
"3406","false","false","2000","5","22","11.670214248866449","4.224","7.004875661795749","1.7533169941364588"
"3407","false","false","2000","2","27","10.764267163934667","4.24","7.027580727194528","1.8536840556883596"
"3408","false","false","2000","1","21","11.263196541874988","4.264","6.8175074412065575","1.6987782049338387"
"3409","false","false","2000","5","23","9.587917431499125","4.048","5.63113976895909","1.7255742307135906"
"3410","false","false","2000","5","34","10.544401286608835","4.04","6.69884025403592","1.860172294131762"
"3411","false","false","2000","2","21","9.792765472597045","4.136","5.479019675849594","1.7371166619397664"
"3412","false","false","2000","3","16","9.973627640528457","4.112","6.003965085777746","1.8722921544584294"
"3413","false","false","2000","5","24","11.350392768906643","4.136","7.491065746535333","2.013384929789137"
"3414","false","false","2000","4","33","11.552900263721828","4.24","7.963596874388552","1.735062467771194"
"3415","false","false","2000","6","27","11.145533237490696","4.168","7.023893870937713","1.9105961137928043"
"3416","false","false","2000","4","26","9.857227220592014","3.896","5.916062691213322","1.7323939375962025"
"3417","false","false","2000","3","22","11.39137598705728","4.304","7.159510212306918","1.8354999975385065"
"3418","false","false","2000","5","30","10.729704343704107","3.96","6.835196512353889","1.6423120151238255"
"3419","false","false","2000","4","22","11.238318109852196","4.16","7.2332808984180925","1.8837713177320765"
"3421","false","false","2000","3","16","10.155400060206937","4.184","5.687502555793069","1.7739027379466945"
"3420","false","false","2000","4","24","11.03480600421541","4.224","6.237808145872252","1.9237012517602856"
"3422","false","false","2000","4","26","11.08768138741051","3.672","7.160916640332587","1.6244912703828855"
"3423","false","false","2000","2","22","10.555467445036964","3.984","5.973163878313043","1.695654734879621"
"3424","false","false","2000","3","21","11.123638306835494","4.232","6.24386226147825","1.6797207647075039"
"3426","false","false","2000","4","27","10.906682413089035","4.168","6.921773137273761","1.713335364804323"
"3425","false","false","2000","3","21","12.381171602350461","4.304","7.216738072629906","1.7411808761221494"
"3427","false","false","2000","3","28","10.805288885531713","4.208","6.971659710983424","1.9171431222013695"
"3428","false","false","2000","3","19","11.69864876323698","4.704","6.428769454157158","1.845537328836378"
"3429","false","false","2000","5","27","11.040620277903866","3.992","6.828496617906826","1.8475904203707534"
"3430","false","false","2000","6","22","10.426287902368195","4.04","6.529071607805893","1.728104563250183"
"3431","false","false","2000","1","25","11.997622453240679","4.48","7.3379556449938965","1.7748805039249398"
"3432","false","false","2000","3","24","11.374451786954225","4.416","6.547587187636169","1.7752606008142022"
"3433","false","false","2000","2","30","11.035573501389813","4.52","7.2233095007466686","1.819572305101937"
"3434","false","false","2000","2","24","10.204598425107601","4.216","5.821281607381093","1.6407658119912163"
"3435","false","false","2000","1","16","10.817452160360045","4.216","6.2541135761763105","1.669879633976015"
"3436","false","false","2000","2","25","10.821886498043263","4","7.355256366559031","1.7215851479629891"
"3437","false","false","2000","8","30","11.033531013812832","3.968","6.95364621013398","1.6906831869259862"
"3439","false","false","2000","4","29","10.20079459765406","3.992","6.5093729532687306","1.7834401124058383"
"3438","false","false","2000","2","27","10.784299949371995","4.344","6.755467912611948","1.7475352694787847"
"3440","false","false","2000","6","34","9.817442875888075","3.928","6.403716672750952","1.7153968477823196"
"3441","false","false","2000","8","23","9.677056236378098","3.928","5.990401971394023","1.7593171366040254"
"3442","false","false","2000","2","23","12.286313152694824","4.32","7.463538267101956","1.7726163360126157"
"3443","false","false","2000","5","26","9.618828303137153","3.888","6.32927822351468","1.8023456381051854"
"3444","false","false","2000","4","28","10.685958202852103","4.4","6.842539884056796","1.8841976550279564"
"3445","false","false","2000","2","33","10.816277959831005","4.272","6.709543484472116","1.7873989987473116"
"3446","false","false","2000","6","25","10.711291313267802","4.136","6.518603490325142","1.829451165312992"
"3447","false","false","2000","6","23","12.229554369451847","4.408","7.454944219095397","1.9329981706434296"
"3448","false","false","2000","6","24","9.762776468838714","4.128","5.977241397628645","1.8300306140042497"
"3449","false","false","2000","2","20","10.309665800545169","4.272","6.2544397841918835","1.7233384990562108"
"3450","false","false","2000","5","28","9.538884544681368","4.072","6.518969995780487","1.8440221448460756"
"3451","false","false","2000","2","21","11.47201239097522","4.272","6.581330286745547","1.7186713837442"
"3452","false","false","2000","5","30","10.504149773710246","4.208","6.491815191124335","1.8726353228028234"
"3453","false","false","2000","5","30","10.220369649838283","3.96","6.47718035938153","1.7488952336125259"
"3454","false","false","2000","4","32","10.639579664771798","4.08","6.803176917093171","1.8062808758356594"
"3455","false","false","2000","2","28","10.081147539969143","4.16","6.160621614211213","1.8120524651748326"
"3457","false","false","2000","4","25","11.751777462936086","4.472","7.155603455202889","2.042032218729499"
"3456","false","false","2000","3","25","10.99340792805735","4.24","6.694598911555866","1.818689231861328"
"3458","false","false","2000","6","19","10.747231013429035","4.064","6.121524839851868","1.701612747888044"
"3459","false","false","2000","1","24","11.486115746805137","4.408","7.045856399022579","1.9433585799540773"
"3460","false","false","2000","5","24","10.801071751998776","4.248","6.469550588821403","1.85045744914179"
"3461","false","false","2000","4","28","11.868288724942305","4.72","7.181526947284358","1.9618858233688694"
"3462","false","false","2000","5","27","10.188502838065478","4.032","6.495184929545341","1.6930569296595634"
"3463","false","false","2000","4","26","9.826731765221346","4.16","5.953131815607996","1.7897521759745467"
"3464","false","false","2000","4","29","10.737510355279914","4.024","6.7333847005124365","1.7097123927326106"
"3465","false","false","2000","2","32","11.191977316743364","4.208","7.158254945680941","1.8488941664016936"
"3466","false","false","2000","7","29","10.378859560358675","4.208","6.702621009586246","1.8510650358829295"
"3467","false","false","2000","4","25","10.996418598619535","4.296","7.004427404658961","1.8126020259333462"
"3468","false","false","2000","4","25","10.377978860443113","4.304","6.619894801271249","1.872326474123252"
"3469","false","false","2000","4","26","10.012281833285734","4.248","5.834145047084718","1.9270052925693697"
"3470","false","false","2000","7","31","10.635943072402533","4.36","6.491597343342283","1.9425483200949236"
"3471","false","false","2000","3","32","10.113161588096315","4.104","7.018059104067304","1.822765452707047"
"3472","false","false","2000","1","21","12.314578962160253","4.304","7.743617641780428","1.7132791077944123"
"3473","false","false","2000","6","31","10.52869878767561","4.056","6.811377711252904","1.8705238404658209"
"3474","false","false","2000","4","25","10.73714705662899","4.208","6.2830667355258205","1.8071522339822814"
"3476","false","false","2000","5","41","10.681838540261797","3.936","7.2717065029106225","1.8551740303084572"
"3477","false","false","2000","4","19","11.648533005319795","4.48","7.072015261633157","1.8261817431559604"
"3475","false","false","2000","2","13","10.543741438717134","4.208","6.232441570708993","1.8380013590810909"
"3478","false","false","2000","6","30","10.924509313287913","3.96","6.816909519899876","1.7784971770670157"
"3479","false","false","2000","5","24","10.452245999714567","4.152","6.758322939291141","1.812743821019002"
"3480","false","false","2000","2","16","11.404003196138587","4.576","6.735271789688213","1.941985900295825"
"3481","false","false","2000","0","15","11.256480532470729","4.464","6.747499354907238","1.892890948939823"
"3482","false","false","2000","3","20","10.833168087272389","4.256","6.590877169740916","1.8965366871280094"
"3483","false","false","2000","4","20","9.973955397040468","4.168","5.774836748833383","1.7015749850414708"
"3484","false","false","2000","6","26","10.57333850890382","4.36","6.177368233118076","1.8208961119741045"
"3485","false","false","2000","3","32","9.705011874583043","4.056","6.386680461402406","1.9024566658565036"
"3486","false","false","2000","6","31","10.940772952618534","3.888","7.017175869961987","1.7365247111081257"
"3487","false","false","2000","5","27","11.339967168425368","4.264","7.058422693767055","1.7591710351536873"
"3488","false","false","2000","7","34","10.768688271785713","4.152","7.0726139781513915","1.9077352581689746"
"3489","false","false","2000","4","24","10.709216174555154","4.032","6.605880399129469","1.6977944587306146"
"3490","false","false","2000","2","23","11.872457479194665","4.328","7.153173846407883","1.7981516614541615"
"3491","false","false","2000","1","23","11.17679944614024","4.176","6.796920253539855","1.7265421486788723"
"3492","false","false","2000","5","25","11.398486682877646","4.312","6.875487759608391","1.942614476425022"
"3493","false","false","2000","3","31","10.26526774699231","4.176","6.521682979279998","1.839172155309956"
"3494","false","false","2000","1","16","10.203563144637151","4.28","6.156314410690205","1.6383947477325453"
"3495","false","false","2000","4","23","10.495160889023857","4.288","6.703810365436354","1.7323568457346923"
"3496","false","false","2000","4","26","11.47769478950977","4.264","7.422614749161574","1.8911928621288383"
"3497","false","false","2000","6","21","11.126801794295181","4.304","7.014712547165281","1.8046081130724938"
"3498","false","false","2000","5","29","9.633819200594923","4.232","5.916895769522099","1.990483382594676"
"3499","false","false","2000","5","22","9.980466029434746","4.08","5.9817158734427185","1.8173638174509588"
"3500","false","false","2000","4","21","10.148589785175275","4.488","5.469760281064757","2.0303559740907797"
"3502","false","false","2000","7","24","10.72021924611925","3.992","6.910893667633436","1.7098627202463796"
"3501","false","false","2000","4","24","10.136428687626815","4.344","5.858279484636482","1.858893741926929"
"3503","false","false","2000","3","21","10.765575413182853","4.28","6.939201862510184","1.6603091597723882"
"3504","false","false","2000","7","31","11.188742448329313","4.208","6.821246264125393","1.8423662103425713"
"3505","false","false","2000","3","29","10.403158834951077","4.256","6.495273531851877","1.72346899639248"
"3506","false","false","2000","4","26","11.274008486418188","4.304","7.2319194648524","1.8507525876146296"
"3507","false","false","2000","3","18","10.65050282068348","4.168","6.355366840682312","1.656124085916213"
"3508","false","false","2000","4","28","10.522786471690873","3.984","6.632940826281497","1.9158355103743232"
"3509","false","false","2000","6","29","10.943560835389558","4.136","6.7641885465723846","1.8073655637763217"
"3510","false","false","2000","6","30","9.550469771700316","3.704","6.151245806395542","1.8628647455574905"
"3511","false","false","2000","5","22","10.289647430319455","4.184","6.380267556395628","1.8119815419682779"
"3512","false","false","2000","1","19","12.143588188971341","4.24","7.271157658971444","1.732746270679643"
"3513","false","false","2000","4","21","10.883397374515297","4.136","6.362433768352414","1.716183306224091"
"3514","false","false","2000","3","28","10.736796694022434","4.16","6.455520233206068","1.8558493222315517"
"3515","false","false","2000","2","28","10.537850988830444","4.136","6.475552683684892","1.7646415611555313"
"3516","false","false","2000","3","22","11.074856219303891","4.2","6.919142299543391","1.7721631552980623"
"3517","false","false","2000","2","19","10.327540235523163","4.432","6.21163792587926","1.718484435489621"
"3518","false","false","2000","1","20","11.54921401826115","4.392","7.006618404979967","1.8186715660229136"
"3519","false","false","2000","6","26","10.926504290878281","3.952","6.859135846198777","1.6903030787382358"
"3520","false","false","2000","7","24","10.602818001656127","4.032","6.2344169025270615","1.760503761420548"
"3521","false","false","2000","4","32","10.257169831843544","4.256","6.631476250267435","1.8773817536654553"
"3522","false","false","2000","7","35","10.932989566246649","4.064","7.017771542930544","1.8508393840911237"
